,Acc_X_AD,Acc_Y_AD,Acc_Z_AD,Rot_X,Rot_Y,Rot_Z
72,-0.176947466,0.664084631,1.401658099,-0.428496901,1.436242977,0.100838326
73,-0.091988383,0.593610862,1.401658099,-0.428496901,1.475854418,0.065389028
74,-0.035348994,0.558373977,1.318893649,-0.450629747,1.508475604,0.027576443
75,-0.0070293,0.611229304,1.546495885,-0.4764514,1.534106537,-0.010236142
76,0.049610089,0.646466189,1.50511366,-0.472762592,1.552747215,-0.036232294
77,0.219528255,0.452663322,1.298202537,-0.502273053,1.569057808,-0.024415862
78,0.191208561,0.329334226,1.360275874,-0.56867159,1.585368402,-0.05986516
79,0.134569172,0.346952668,1.401658099,-0.598182051,1.576048063,-0.126037184
80,0.049610089,0.188386686,1.153364751,-0.594493243,1.559737469,-0.180392775
81,0.162888867,0.206005129,1.132673638,-0.616626089,1.543426876,-0.206388927
82,0.106249478,0.100294474,0.987835852,-0.668269395,1.517795944,-0.213478787
83,0.021290395,-0.093508392,0.718851392,-0.760489585,1.468864163,-0.225295219
84,-0.318545938,-0.199219046,0.387793595,-0.90804189,1.359350179,-0.265471091
85,-0.686701964,-0.234455931,0.056735798,-1.022394925,1.186923906,-0.27965081
86,-0.884939825,-0.234455931,-0.295013112,-1.18470246,1.028478142,-0.248928085
87,-0.856620131,-0.357785028,-0.481233123,-1.424474954,0.914303988,-0.208752214
88,-1.026538297,-0.44587724,-0.419159786,-1.719579563,0.835081106,-0.170939629
89,-0.969898908,-0.604443222,-0.150175326,-1.974107287,0.804790004,-0.133127043
90,-1.30973524,-0.780627646,0.387793595,-2.055261055,0.80245992,-0.090587885
91,-1.30973524,-0.903956742,0.987835852,-1.900331135,0.790809496,-0.040958868
92,-1.734530656,-0.939193627,1.422349211,-1.560960836,0.734887461,0.02284987
93,-1.819489739,-0.921575185,1.691333671,-1.151503191,0.641684071,0.096111753
94,-1.76285035,-0.868719858,1.815480345,-0.778933623,0.515859493,0.176463496
95,-1.76285035,-0.780627646,2.001700356,-0.4764514,0.387704831,0.261541812
96,-1.734530656,-0.745390761,1.981009243,-0.22930129,0.282851016,0.351346702
97,-1.677891267,-0.763009203,1.918935907,-0.04486091,0.205958219,0.443514878
98,-1.536292795,-0.727772318,1.898244794,0.095313779,0.161686608,0.55222606
99,-1.706210962,-1.062522724,1.567186997,0.12482424,0.136055676,0.793281289
100,-1.677891267,-1.32679936,1.029218077,0.025226434,0.173337032,0.906719044
101,-1.734530656,-1.591075996,0.780924729,-0.173969176,0.138385761,0.968164495
102,-1.592932184,-1.908207959,0.098118022,-0.439563324,-0.00374941,1.06742253
103,-1.196456463,-2.049155499,-0.357086449,-0.749423163,-0.225107463,1.195040005
104,-0.686701964,-2.084392383,-0.708835358,-1.018706118,-0.495397297,1.341563772
105,-0.318545938,-2.084392383,-0.770908695,-1.181013652,-0.71675535,1.52117355
106,0.049610089,-2.066773941,-0.501924235,-1.129370346,-0.844910012,1.712599762
107,0.276167644,-1.872971075,0.015353573,-0.878531429,-0.919472724,1.866213389
108,0.106249478,-1.520602227,0.449866932,-0.505961861,-0.996365522,1.977287857
109,0.219528255,-1.027285839,1.029218077,-0.107570639,-1.075588404,2.038733308
110,0.502725199,-0.604443222,1.194746975,0.191222777,-1.089568913,2.093088899
111,0.757602448,-0.322548143,1.215438088,0.287131774,-0.970734589,2.107268618
112,0.785922143,-0.128745277,1.153364751,0.21704443,-0.71675535,2.031643448
113,0.842561531,-0.128745277,1.029218077,0.028915242,-0.395203652,1.911115833
114,0.44608581,-0.128745277,0.863689178,-0.192413214,-0.113263394,1.800041365
115,0.616003976,-0.44587724,0.367102482,-0.30676625,0.112754828,1.646427738
116,-0.148627771,-0.340166586,-0.232939775,-0.336276711,0.226928982,1.242305736
117,-0.375185326,-0.304929701,-0.832982032,-0.262500559,0.254889999,0.989434074
118,-0.063668688,-0.252074374,-1.433024289,-0.118637062,0.273530677,0.852363453
119,-0.063668688,-0.146363719,-2.053757659,0.003093589,0.329452712,0.731835838
120,-0.091988383,-0.00541618,-2.281359895,0.054736895,0.457607374,0.649120809
121,0.021290395,0.135531359,-2.157213221,0.025226434,0.634693816,0.606581651
122,-0.035348994,0.36457111,-1.97099321,-0.048549718,0.816440428,0.604218364
123,-0.035348994,0.399807995,-1.743390974,-0.181346791,0.984206532,0.61367151
124,0.049610089,0.593610862,-1.557170963,-0.32152148,1.110031109,0.62076137
125,0.191208561,0.628847746,-1.35025984,-0.446940939,1.193914161,0.62785123
126,0.106249478,0.699321516,-1.101966492,-0.542849937,1.259156534,0.625487943
127,0.191208561,0.646466189,-0.770908695,-0.616626089,1.298767975,0.630214516
128,0.276167644,0.664084631,-0.667453134,-0.657202972,1.333719247,0.62785123
129,0.332807033,0.43504488,-0.54330646,-0.657202972,1.347699755,0.62785123
130,0.361126727,0.223623571,-0.274321999,-0.624003704,1.368670518,0.634941089
131,0.389446422,-0.023034622,-0.108793101,-0.546538744,1.377990857,0.625487943
132,0.44608581,-0.44587724,0.07742691,-0.380542402,1.384981112,0.604218364
133,0.616003976,-0.780627646,0.160191359,-0.140769908,1.371000603,0.580585498
134,0.927520614,-0.974430512,0.325720258,0.154334701,1.338379416,0.509686902
135,0.785922143,-0.95681207,0.201573584,0.537970691,1.291777721,0.405702293
136,0.70096306,-0.903956742,0.015353573,0.892096221,1.228865432,0.292264538
137,0.502725199,-0.798246088,-0.170866438,1.18720083,1.170613313,0.185916642
138,0.361126727,-0.604443222,-0.295013112,1.404840478,1.128671787,0.093748467
139,0.021290395,-0.428258798,-0.46054201,1.55608159,1.070419668,-0.000782996
140,-0.318545938,-0.111126834,-0.481233123,1.596658474,1.007507379,-0.083498026
141,-0.573423187,0.082676032,-0.584688684,1.545015167,0.977216277,-0.170939629
142,-0.799980742,0.153149802,-0.832982032,1.37164121,0.977216277,-0.260744518
143,-1.026538297,0.523137092,-0.439850898,1.080225409,0.986536616,-0.374182273
144,-1.338054935,0.593610862,-0.46054201,0.785120801,0.977216277,-0.508889607
145,-1.621251878,0.734558401,-0.274321999,0.467883347,0.946925175,-0.634143795
146,-1.706210962,0.716939958,-0.232939775,0.180156354,0.904983649,-0.745218263
147,-1.876129128,0.646466189,-0.274321999,-0.059616141,0.856051869,-0.837386439
148,-1.847809433,0.593610862,-0.315704224,-0.258811751,0.79779975,-0.915374896
149,-1.847809433,0.575992419,-0.295013112,-0.354720749,0.741877716,-0.979183633
150,-1.76285035,0.540755534,-0.398468673,-0.362098364,0.702266275,-1.024086078
151,-1.56461249,0.417426438,-0.501924235,-0.325210288,0.676635342,-1.071351809
152,-1.479653407,0.399807995,-0.584688684,-0.288322212,0.657994664,-1.106801107
153,-1.253095852,0.346952668,-0.46054201,-0.262500559,0.632363731,-1.130433973
154,-1.139817074,0.294097341,-0.522615347,-0.207168445,0.59275229,-1.163519985
155,-0.998218602,0.346952668,-0.46054201,-0.126014677,0.536830256,-1.180062991
156,-0.601742881,0.417426438,-0.419159786,-0.041172103,0.473917967,-1.182426277
157,-0.601742881,0.523137092,-0.336395336,0.021537627,0.39702517,-1.180062991
158,-0.431824715,0.523137092,-0.377777561,0.099002586,0.306151864,-1.163519985
159,-0.318545938,0.593610862,-0.336395336,0.161712316,0.205958219,-1.144613692
160,-0.20526716,0.681703074,-0.377777561,0.198600392,0.09411415,-1.128070686
161,-0.20526716,0.716939958,-0.253630887,0.194911584,-0.020060004,-1.11152768
162,-0.148627771,0.734558401,-0.232939775,0.165401123,-0.143554496,-1.085531528
163,-0.120308077,0.769795286,-0.357086449,0.099002586,-0.26238882,-1.066625236
164,-0.20526716,0.681703074,-0.295013112,0.006782396,-0.376562973,-1.038265797
165,-0.148627771,0.681703074,-0.150175326,-0.081748986,-0.479086703,-1.009906358
166,-0.290226243,0.611229304,-0.232939775,-0.166591561,-0.569960009,-0.979183633
167,-0.120308077,0.611229304,-0.026028652,-0.240367713,-0.653843061,-0.948460908
168,-0.176947466,0.523137092,-0.046719764,-0.29201102,-0.726075689,-0.913011609
169,-0.035348994,0.452663322,0.036044685,-0.336276711,-0.791318062,-0.872835738
170,-0.063668688,0.36457111,0.160191359,-0.376853595,-0.821609164,-0.856292732
171,-0.261906549,0.346952668,0.139500247,-0.417430478,-0.842579927,-0.846839585
172,-0.176947466,0.223623571,0.325720258,-0.454318554,-0.865880775,-0.804300427
173,-0.091988383,0.206005129,0.284338033,-0.446940939,-0.91248247,-0.787757421
174,-0.0070293,0.170768244,0.34641137,-0.406364055,-0.970734589,-0.780667562
175,0.106249478,0.135531359,0.325720258,-0.365787172,-1.012676115,-0.771214415
176,0.24784795,0.117912917,0.470558044,-0.32152148,-1.042967217,-0.759397983
177,0.219528255,0.153149802,0.429175819,-0.269878174,-1.077918489,-0.745218263
178,0.474405505,0.188386686,0.367102482,-0.221923675,-1.105879506,-0.726311971
179,0.332807033,0.188386686,0.470558044,-0.196102022,-1.129180354,-0.697952532
180,0.24784795,0.276478898,0.387793595,-0.177657984,-1.140830777,-0.66486652
181,0.332807033,0.170768244,0.553322493,-0.173969176,-1.154811286,-0.615237502
182,0.276167644,0.311715783,0.594704718,-0.1370811,-1.171121879,-0.556155338
183,0.332807033,0.241242014,0.636086943,-0.078060179,-1.189762558,-0.494709888
184,0.474405505,0.294097341,0.61539583,-0.059616141,-1.21539349,-0.421448004
185,0.417766116,0.382189553,0.656778055,-0.041172103,-1.238694338,-0.348186121
186,0.332807033,0.399807995,0.574013606,-0.059616141,-1.257335016,-0.267834378
187,0.559364588,0.470281765,0.801615841,-0.129703485,-1.275975694,-0.185119348
188,0.304487338,0.575992419,0.739542504,-0.19979083,-1.310926966,-0.109494178
189,0.389446422,0.523137092,0.760233617,-0.273566982,-1.357528661,-0.033869008
190,0.361126727,0.593610862,0.822306954,-0.336276711,-1.41578078,0.044119449
191,0.219528255,0.593610862,0.863689178,-0.38423121,-1.478693069,0.122107905
192,0.219528255,0.575992419,0.905071403,-0.410052863,-1.548595612,0.204822935
193,0.077929783,0.523137092,0.96714474,-0.417430478,-1.613837986,0.292264538
194,-0.176947466,0.470281765,1.008526964,-0.402675248,-1.681410444,0.363163135
195,-0.346865632,0.346952668,1.091291414,-0.343654326,-1.741992648,0.436425018
196,-0.375185326,0.188386686,1.360275874,-0.255122944,-1.800244767,0.495507182
197,-0.715021659,0.153149802,1.443040323,-0.118637062,-1.860826971,0.526229907
198,-0.828300436,0.135531359,1.484422548,0.043670472,-1.942379938,0.599491791
199,-0.913259519,0.029820705,1.732715896,0.23179966,-2.01694265,0.677480248
200,-1.083177686,0.047439147,1.732715896,0.412551233,-2.082185024,0.729472552
201,-1.168136769,0.047439147,1.794789233,0.593302805,-2.131116804,0.746015558
202,-1.139817074,0.100294474,1.85686257,0.766676763,-2.147427398,0.767285137
203,-0.715021659,0.06505759,1.484422548,0.917917875,-2.133446889,0.800371149
204,-0.516783798,0.047439147,1.091291414,0.980627604,-2.054224007,0.800371149
205,0.106249478,0.012202262,0.594704718,0.954805951,-1.902768497,0.776738283
206,0.587684282,0.06505759,0.242955809,0.803564839,-1.72335197,0.691659967
207,1.069119086,0.047439147,-0.108793101,0.545348307,-1.534615103,0.549862773
208,1.267356947,0.206005129,-0.067410876,0.239177275,-1.352868491,0.32535055
209,1.607193279,0.117912917,-0.088101989,-0.052238525,-1.208403236,0.226092514
210,1.890390223,0.047439147,0.201573584,-0.258811751,-1.054617641,0.119744619
211,2.031988695,0.047439147,0.470558044,-0.358409557,-0.91714264,0.011033437
212,2.371825027,-0.00541618,0.677469167,-0.380542402,-0.798308316,-0.081134739
213,2.881579526,-0.07588995,0.96714474,-0.354720749,-0.672483739,-0.178029488
214,2.938218914,-0.023034622,1.215438088,-0.310455058,-0.528018483,-0.277287524
215,3.164776469,-0.128745277,1.525804772,-0.251434136,-0.378893058,-0.376545559
216,3.221415858,-0.163982162,1.753407008,-0.144458715,-0.246078226,-0.497073174
217,3.108137081,-0.163982162,1.815480345,-0.007972834,-0.136564242,-0.674319666
218,2.853259831,-0.269692816,1.85686257,0.146957085,-0.099282886,-0.768851129
219,2.711661359,-0.569206337,1.753407008,0.276065351,-0.096952801,-0.830296579
220,2.428464416,-0.81586453,1.422349211,0.338775081,-0.089962547,-0.969730487
221,2.201906861,-0.974430512,0.987835852,0.327708658,-0.085302377,-1.130433973
222,1.862070529,-1.344417802,0.594704718,0.294509389,-0.031710428,-1.227328722
223,1.408955419,-1.573457554,0.222264696,0.205978007,0.119745082,-1.310043752
224,0.984160003,-1.76726042,-0.026028652,0.058425703,0.357413729,-1.411665074
225,0.616003976,-1.76726042,-0.19155755,-0.118637062,0.606732799,-1.546372408
226,0.587684282,-1.802497305,-0.295013112,-0.310455058,0.793139581,-1.709439181
227,0.616003976,-1.732023535,-0.46054201,-0.505961861,0.902653565,-1.870142667
228,0.955840309,-1.626312881,-0.605379797,-0.705157471,0.963235769,-1.995396855
229,1.154078169,-1.520602227,-0.584688684,-0.874842621,1.040128566,-2.123014329
230,1.295676641,-1.362036245,-0.522615347,-1.007639695,1.161292974,-2.25299509
231,1.097438781,-1.168233378,-0.253630887,-1.059283001,1.30109806,-2.349889839
232,1.069119086,-1.221088706,0.263646921,-0.985506849,1.415272214,-2.41842515
233,0.644323671,-0.939193627,0.69816028,-0.841643353,1.447893401,-2.541316051
234,0.332807033,-0.868719858,0.946453627,-0.668269395,1.315078569,-2.522409758
235,-0.035348994,-0.745390761,0.946453627,-0.480140207,1.103040855,-2.465690881
236,-0.318545938,-0.569206337,0.842998066,-0.30676625,0.832751022,-2.345163266
237,-0.290226243,-0.551587894,0.325720258,-0.1370811,0.504209069,-2.193912926
238,-0.261906549,-0.481114125,-0.46054201,0.006782396,0.182657371,-2.068658738
239,-0.261906549,-0.234455931,-1.246804279,0.080558548,-0.085302377,-1.95758427
240,-0.488464104,0.047439147,-1.950302097,0.128513047,-0.283359583,-1.846509801
241,-0.630062576,0.223623571,-2.426197681,0.121135432,-0.423164669,-1.709439181
242,-0.743341353,0.523137092,-2.653799916,0.039981665,-0.56529984,-1.593638139
243,-0.884939825,0.664084631,-2.488271018,-0.100193024,-0.756366791,-1.51092311
244,-0.998218602,0.787413728,-2.343433232,-0.273566982,-1.005685861,-1.447114372
245,-1.196456463,0.94597971,-2.074448771,-0.413741671,-1.252674846,-1.385668922
246,-1.394694324,0.910742825,-1.826155424,-0.487517823,-1.467042645,-1.319496898
247,-1.592932184,0.857887498,-1.6192443,-0.520717091,-1.639468918,-1.234418582
248,-1.706210962,0.699321516,-1.412333177,-0.520717091,-1.781604089,-1.149340265
249,-1.819489739,0.382189553,-1.08127538,-0.517028284,-1.886457903,-1.073715095
250,-1.989407905,0.082676032,-0.936437594,-0.542849937,-1.975001125,-1.007543072
251,-2.131006377,-0.357785028,-0.832982032,-0.564982782,-2.056554092,-0.931917902
252,-2.21596546,-0.868719858,-0.54330646,-0.56867159,-2.135776974,-0.842113012
253,-2.272604849,-1.344417802,-0.377777561,-0.49120663,-2.198689262,-0.731038544
254,-1.876129128,-1.626312881,-0.295013112,-0.258811751,-2.219660025,-0.608147643
255,-1.734530656,-1.784878863,-0.129484213,0.194911584,-2.175388415,-0.480530168
256,-1.338054935,-1.855352632,-0.067410876,0.836764107,-2.056554092,-0.35527598
257,-0.998218602,-1.696786651,-0.129484213,1.637235358,-1.884127819,-0.230021793
258,-0.573423187,-1.39727313,-0.357086449,2.430328993,-1.693060868,-0.109494178
259,-0.148627771,-1.080141166,-0.501924235,3.105380784,-1.497333747,-0.003146283
260,0.44608581,-0.639680106,-0.646762021,3.555415312,-1.308596881,0.08429532
261,0.984160003,-0.146363719,-0.853673144,3.773054961,-1.159471456,0.164647063
262,1.465594807,0.170768244,-1.122657605,3.695590001,-1.061607895,0.244998807
263,2.060308389,0.487900207,-1.267495391,3.323020433,-1.021996454,0.339530269
264,2.711661359,0.681703074,-1.226113166,2.706989563,-1.031316793,0.450604737
265,2.90989922,0.787413728,-1.205422054,1.928651158,-1.06393798,0.5451362
266,2.966538609,0.94597971,-1.08127538,1.128179908,-1.101219336,0.639667662
267,3.023177998,0.94597971,-0.791599807,0.445750501,-1.11752993,0.741288985
268,2.966538609,0.840269055,-0.522615347,0.006782396,-1.119860015,0.866543173
269,2.994858303,0.646466189,-0.419159786,-0.232990098,-1.101219336,1.008340366
270,2.994858303,0.399807995,-0.481233123,-0.336276711,-1.059277811,1.112324975
271,2.711661359,0.399807995,-0.501924235,-0.373164787,-1.005685861,1.185586858
272,2.371825027,0.206005129,-0.46054201,-0.339965518,-0.919472724,1.230489303
273,2.003669,0.258860456,-0.605379797,-0.266189366,-0.802968486,1.263575315
274,1.692152362,0.294097341,-0.46054201,-0.148147523,-0.681804078,1.275391748
275,1.465594807,0.258860456,-0.419159786,-0.015350449,-0.56529984,1.270665175
276,1.154078169,0.294097341,-0.398468673,0.13957947,-0.453455771,1.251758882
277,0.955840309,0.311715783,-0.315704224,0.298198197,-0.329961278,1.213946297
278,0.70096306,0.43504488,-0.315704224,0.434684078,-0.192486277,1.166680566
279,0.559364588,0.470281765,-0.295013112,0.619124459,-0.036370597,1.119414835
280,0.361126727,0.575992419,-0.232939775,0.792498416,0.129065421,1.08160225
281,0.24784795,0.664084631,-0.295013112,0.943739528,0.29450144,1.048516238
282,0.106249478,0.787413728,-0.212248663,1.024893295,0.455277289,1.013066939
283,0.021290395,0.840269055,-0.274321999,1.043337333,0.602072629,0.984707501
284,-0.120308077,0.998835037,-0.315704224,0.995382834,0.706926444,0.961074635
285,0.077929783,1.069308806,-0.150175326,0.899473837,0.814110343,0.937441769
286,-0.035348994,1.016453479,-0.108793101,0.729788687,0.884012886,0.911445617
287,-0.035348994,1.069308806,-0.108793101,0.523215461,0.946925175,0.918535477
288,0.021290395,1.034071922,-0.026028652,0.327708658,0.993526871,0.93035191
289,0.077929783,0.981216594,0.015353573,0.132201855,1.009837464,0.946894916
290,0.077929783,0.963598152,0.036044685,-0.055927333,1.037798481,0.935078483
291,0.106249478,0.87550594,0.056735798,-0.232990098,1.063429414,0.93035191
292,0.134569172,0.752176843,0.160191359,-0.406364055,1.086730261,0.937441769
293,0.162888867,0.734558401,0.015353573,-0.561293975,1.112361194,0.932715196
294,0.106249478,0.664084631,0.07742691,-0.701468664,1.140322211,0.958711348
295,0.077929783,0.43504488,0.098118022,-0.804755277,1.184593822,0.963437922
296,-0.091988383,0.399807995,0.015353573,-0.882220236,1.226535347,0.920898763
297,0.106249478,0.346952668,0.222264696,-0.919108312,1.256826449,0.897265898
298,0.049610089,0.36457111,0.242955809,-0.915419505,1.284787467,0.875996319
299,-0.0070293,0.382189553,0.222264696,-0.92279712,1.338379416,0.850000167
300,-0.120308077,0.43504488,0.284338033,-0.933863543,1.387311197,0.835820447
301,-0.091988383,0.382189553,0.34641137,-0.944929966,1.429252722,0.819277441
302,0.021290395,0.346952668,0.367102482,-0.970751619,1.466534079,0.750742131
303,-0.0070293,0.346952668,0.449866932,-0.981818042,1.492165011,0.691659967
304,0.049610089,0.311715783,0.594704718,-0.996573272,1.538766706,0.630214516
305,0.021290395,0.346952668,0.656778055,-1.011328503,1.59934891,0.564042492
306,-0.035348994,0.417426438,0.636086943,-1.040838963,1.666921369,0.490780609
307,-0.20526716,0.50551865,0.69816028,-1.048216579,1.739153997,0.417518726
308,-0.261906549,0.417426438,0.863689178,-1.051905386,1.80905654,0.356073275
309,-0.318545938,0.36457111,0.863689178,-1.048216579,1.864978574,0.285174678
310,-0.261906549,0.294097341,0.905071403,-1.044527771,1.920900609,0.216639368
311,-0.460144409,0.206005129,1.029218077,-1.007639695,1.981482813,0.145740771
312,-0.460144409,0.153149802,0.987835852,-0.915419505,2.05371544,0.086658607
313,-0.346865632,0.06505759,1.070600301,-0.760489585,2.118957814,0.039392876
314,-0.318545938,0.047439147,0.946453627,-0.56867159,2.172549764,-0.003146283
315,-0.120308077,-0.07588995,0.96714474,-0.358409557,2.223811628,-0.026779148
316,-0.148627771,-0.040653065,0.801615841,-0.162902753,2.270413324,-0.050412014
317,0.219528255,-0.163982162,0.905071403,0.03260405,2.310024765,0.001580291
318,0.389446422,-0.128745277,0.925762515,0.198600392,2.391577732,-0.071681593
319,0.389446422,-0.146363719,1.029218077,0.346152696,2.447499766,-0.137853617
320,0.587684282,-0.181600604,1.194746975,0.47894977,2.496431546,-0.168576342
321,0.672643365,-0.040653065,1.360275874,0.619124459,2.536042987,-0.185119348
322,0.672643365,-0.040653065,1.277511425,0.810942454,2.524392564,-0.14258019
323,0.587684282,-0.00541618,1.298202537,0.965872374,2.503421801,-0.163849769
324,0.276167644,0.06505759,1.256820312,1.047026141,2.433519258,-0.232385079
325,-0.063668688,0.100294474,1.318893649,1.054403756,2.303034511,-0.265471091
326,-0.601742881,0.117912917,1.153364751,1.01751568,2.130608238,-0.232385079
327,-0.941579214,-0.07588995,1.070600301,0.943739528,1.925560778,-0.189845921
328,-1.649571573,-0.093508392,0.677469167,0.825697685,1.676241708,-0.185119348
329,-2.414203321,-0.181600604,0.325720258,0.619124459,1.380320942,-0.144943476
330,-2.838998736,-0.163982162,0.180882472,0.338775081,1.10537094,-0.06695502
331,-3.093875985,-0.163982162,0.242955809,0.039981665,0.888673056,0.027576443
332,-3.150515374,-0.111126834,0.387793595,-0.218234868,0.755858224,0.117381332
333,-3.12219568,-0.111126834,0.801615841,-0.376853595,0.716246783,0.207186222
334,-3.12219568,-0.111126834,1.194746975,-0.395297633,0.746537885,0.285174678
335,-3.065556291,-0.199219046,1.629260334,-0.236678906,0.776828987,0.365526421
336,-3.037236597,-0.111126834,2.022391468,0.065803318,0.765178563,0.438788305
337,-2.782359347,-0.093508392,2.063773693,0.434684078,0.692945935,0.500233755
338,-2.499162404,0.012202262,2.12584703,0.77036557,0.585762036,0.542772913
339,-2.21596546,0.029820705,2.063773693,1.010138065,0.483238306,0.585312072
340,-2.102686683,-0.040653065,1.794789233,1.098669447,0.390034916,0.646757522
